-87,25,76,115,0,0,72,0,130,0,66,0,0,0,0,0,0,0,3932,0,91,0,-11115,106,28,0,
-86,25,85,120,0,0,64,0,144,0,68,0,0,0,0,0,0,0,3932,0,91,0,-11655,106,28,0,
-87,25,85,125,0,0,76,0,138,0,70,0,0,0,0,0,0,0,3932,0,91,0,-12095,108,28,0,
-87,25,85,130,0,0,54,0,144,0,60,0,0,0,0,0,0,0,3932,0,91,0,-12634,106,28,0,
-87,25,76,135,0,0,72,0,132,0,64,0,0,0,0,0,0,0,3932,0,91,0,-13176,110,28,0,
-87,25,85,140,0,0,58,0,146,0,70,0,0,0,0,0,0,0,3932,0,91,0,-13619,106,28,0,
-87,25,85,145,0,0,78,0,140,0,68,0,0,0,0,0,0,0,3932,0,91,0,-14159,108,28,0,
-87,25,85,150,0,0,68,0,134,0,68,0,0,0,0,0,0,0,3927,0,91,0,-14598,106,28,0,
-87,25,76,155,0,0,70,0,142,0,60,0,0,0,0,0,0,0,3932,0,91,0,-15135,106,28,0,
-87,25,85,160,0,0,58,0,122,0,66,0,0,0,0,0,0,0,3927,0,91,0,-15673,108,28,0,
-87,25,85,165,0,0,72,0,146,0,68,0,0,0,0,0,0,0,3927,0,91,0,-16110,106,28,0,
-87,25,85,170,0,0,70,0,130,0,64,0,0,0,0,0,0,0,3932,0,91,0,-16650,108,28,0,
-87,25,76,175,0,0,68,0,146,0,68,0,0,0,0,0,0,0,3932,0,91,0,-17089,112,28,0,
-87,26,85,180,0,0,74,0,140,0,64,0,0,0,0,0,0,0,3932,0,91,0,-17629,112,28,0,
-87,26,85,185,0,0,54,0,142,0,60,0,0,0,0,0,0,0,3927,0,91,0,-18066,112,28,0,
-87,26,85,190,0,0,70,0,130,0,66,0,0,0,0,0,0,0,3932,0,91,0,-18603,106,28,0,
-87,26,85,195,0,0,60,0,144,0,66,0,0,0,0,0,0,0,3932,0,91,0,-19046,108,28,0,
-87,26,85,200,0,0,78,0,140,0,68,0,0,0,0,0,0,0,3927,0,91,0,-19582,108,28,0,
-87,26,85,205,0,0,68,0,132,0,68,0,0,0,0,0,0,0,3932,0,91,0,-20120,104,28,0,
-87,26,85,210,0,0,70,0,132,0,60,0,0,0,0,0,0,0,3932,0,91,0,-20560,104,28,0,
-87,26,85,215,0,0,58,0,120,0,66,0,0,0,0,0,0,0,3927,0,91,0,-21098,106,28,0,
-87,26,85,220,0,0,72,0,146,0,68,0,0,0,0,0,0,0,3927,0,91,0,-21535,112,28,0,
-87,26,85,225,0,0,68,0,130,0,66,0,0,0,0,0,0,0,3927,0,91,0,-22075,110,28,0,
-87,26,76,230,0,0,66,0,148,0,68,0,0,0,0,0,0,0,3927,0,91,0,-22513,108,28,0,
-87,26,85,235,0,0,66,0,120,0,60,0,0,0,0,0,0,0,3927,0,90,0,-23052,106,28,0,
-87,26,85,240,0,0,64,0,146,0,68,0,0,0,0,0,0,0,3927,0,91,0,-23494,108,28,0,
-87,26,85,245,0,0,70,0,132,0,64,0,0,0,0,0,0,0,3927,0,91,0,-24032,110,28,0,
-87,26,67,250,0,0,64,0,144,0,68,0,0,0,0,0,0,0,3927,0,91,0,-24472,108,28,0,
-87,26,76,255,0,0,76,0,140,0,70,0,0,0,0,0,0,0,3927,0,91,0,-25009,108,28,0,
-87,26,85,260,0,0,68,0,132,0,66,0,0,0,0,0,0,0,3927,0,91,0,-25550,104,28,0,
-87,26,85,265,0,0,70,0,130,0,64,0,0,0,0,0,0,0,3927,0,91,0,-25990,104,28,0,
-87,26,67,270,0,0,60,0,122,0,70,0,0,0,0,0,0,0,3927,0,90,0,-26529,110,28,0,
-87,26,76,275,0,0,70,0,144,0,68,0,0,0,0,0,0,0,3927,0,91,0,-26966,106,28,0,
-87,26,76,280,0,0,68,0,132,0,66,0,0,0,0,0,0,0,3927,0,91,0,-27503,108,28,0,
-87,26,85,285,0,0,70,0,140,0,60,0,0,0,0,0,0,0,3927,0,91,0,-27940,110,28,0,
-87,26,85,290,0,0,66,0,118,0,60,0,0,0,0,0,0,0,3927,0,91,0,-28477,108,28,0,
-87,26,85,295,0,0,64,0,144,0,66,0,0,0,0,0,0,0,3927,0,91,0,-29020,108,28,0,
-87,26,58,300,0,0,72,0,130,0,64,0,0,0,0,0,0,0,3927,0,91,0,-29457,108,28,0,
-87,26,85,310,0,0,76,0,140,0,70,0,0,0,0,0,0,0,3927,0,91,0,-30435,110,28,0,
-87,26,85,315,0,0,64,0,132,0,66,0,0,0,0,0,0,0,3927,0,91,0,-30974,112,28,0,
-87,26,85,320,0,0,72,0,130,0,64,0,0,0,0,0,0,0,3927,0,91,0,-31514,110,28,0,
-87,25,85,325,0,0,60,0,124,0,68,0,0,0,0,0,0,0,3927,0,91,0,-31951,110,28,0,
-87,26,85,330,0,0,78,0,138,0,68,0,0,0,0,0,0,0,3927,0,90,0,-32491,106,28,0,
-87,26,76,335,0,0,68,0,130,0,68,0,0,0,0,0,0,0,3927,0,91,0,-32931,110,28,0,
-87,25,76,340,0,0,70,0,142,0,60,0,0,0,0,0,0,0,3927,0,91,0,-33468,110,28,0,
-87,25,85,345,0,0,58,0,120,0,66,0,0,0,0,0,0,0,3927,0,91,0,-34006,108,28,0,
-87,25,85,350,0,0,72,0,144,0,68,0,0,0,0,0,0,0,3927,0,91,0,-34452,106,28,0,
-87,24,85,355,0,0,72,0,130,0,64,0,0,0,0,0,0,0,3927,0,91,0,-34992,110,28,0,
-87,25,85,360,0,0,68,0,148,0,68,0,0,0,0,0,0,0,3927,0,91,0,-35432,106,28,0,
-87,25,85,365,0,0,74,0,140,0,64,0,0,0,0,0,0,0,3927,0,91,0,-35969,104,28,0,
-87,24,76,370,0,0,62,0,134,0,66,0,0,0,0,0,0,0,3927,0,91,0,-36506,106,28,0,
-87,24,85,375,0,0,72,0,132,0,64,0,0,0,0,0,0,0,3927,0,91,0,-36944,106,28,0,
-87,24,67,380,0,0,62,0,128,0,70,0,0,0,0,0,0,0,3927,0,91,0,-37484,108,28,0,
