0,0,0,0,0,0,2040,494,0,3948,116,0,0,-24240,10,0,
0,0,0,0,0,0,2070,491,0,3948,116,0,0,-23819,8,0,
0,0,0,0,0,0,2072,490,0,3948,116,0,0,-22793,10,0,
0,0,0,0,0,0,2074,488,0,3948,116,0,0,-22435,10,0,
0,0,0,0,0,0,2036,488,0,3948,116,0,0,-21950,8,0,
0,0,0,0,0,0,2046,496,0,3948,116,0,0,-21488,10,0,
0,0,0,0,0,0,2086,426,0,3948,116,0,0,-20899,8,0,
0,0,0,0,0,0,2088,424,0,3948,116,0,0,-20543,8,0,
0,0,0,0,0,0,2076,492,0,3948,116,0,0,-20059,8,0,
0,0,0,0,0,0,2074,487,0,3948,116,0,0,-19597,8,0,
0,0,0,0,0,0,2072,488,0,3948,116,0,0,-19007,8,0,
0,0,0,0,0,0,2046,497,0,3948,116,0,0,-18603,10,0,
0,0,0,0,0,0,2040,490,0,3948,116,0,0,-18117,6,0,
0,0,0,0,0,0,2040,491,0,3948,116,0,0,-17747,10,0,
0,0,0,0,0,0,2044,495,0,3948,116,0,0,-17284,8,0,
0,0,0,0,0,0,2038,487,0,3948,116,0,0,-16694,10,0,
0,0,0,0,0,0,2072,489,0,3948,116,0,0,-16206,8,0,
0,0,0,0,0,0,2076,488,0,3948,116,0,0,-15846,6,0,
0,0,0,0,0,0,2070,484,0,3948,116,0,0,-15383,8,0,
0,0,0,0,0,0,2070,474,0,3948,116,0,0,-14791,10,0,
0,0,0,0,0,0,2092,430,0,3948,116,0,0,-14409,10,0,
0,0,0,0,0,0,2038,488,0,3948,116,0,0,-14051,8,0,
0,0,0,0,0,0,2094,429,0,3948,116,0,0,-13523,8,0,
0,0,0,0,0,0,2074,487,0,3948,116,0,0,-12933,10,0,
0,0,0,0,0,0,2066,466,0,3948,116,0,0,-12469,8,0,
0,0,0,0,0,0,2070,472,0,3948,116,0,0,-12108,10,0,
0,0,0,0,0,0,2068,466,0,3948,116,0,0,-11618,10,0,
0,0,0,0,0,0,2068,468,0,3948,116,0,0,-11155,8,0,
0,0,0,0,0,0,2094,429,0,3948,116,0,0,-10692,8,0,
0,0,0,0,0,0,2038,488,0,3948,116,0,0,-10207,8,0,
0,0,0,0,0,0,2092,427,0,3948,116,0,0,-9722,8,0,
0,0,0,0,0,0,2070,471,0,3948,116,0,0,-9296,10,0,
0,0,0,0,0,0,2066,466,0,3948,116,0,0,-8834,8,0,
0,0,0,0,0,0,2070,471,0,3948,116,0,0,-8276,8,0,
0,0,0,0,0,0,2070,469,0,3948,116,0,0,-7919,10,0,
0,0,0,0,0,0,2088,421,0,3948,116,0,0,-7433,8,0,
0,0,0,0,0,0,2048,497,0,3948,116,0,0,-6970,8,0,
0,0,0,0,0,0,2038,492,0,3948,116,0,0,-6380,6,0,
0,0,0,0,0,0,2040,490,0,3948,116,0,0,-6024,8,0,
0,0,0,0,0,0,2074,474,0,3948,116,0,0,-5540,8,0,
0,0,0,0,0,0,2072,469,0,3948,116,0,0,-5077,12,0,
0,0,0,0,0,0,2070,470,0,3948,116,0,0,-4487,10,0,
0,0,0,0,0,0,2094,428,0,3948,116,0,0,-4087,6,0,
0,0,0,0,0,0,2042,492,0,3948,116,0,0,-3220,10,0,
0,0,0,0,0,0,2094,429,0,3948,116,0,0,-2756,8,0,
0,0,0,0,0,0,2086,420,0,3948,116,0,0,-2165,10,0,
0,0,0,0,0,0,2044,495,0,3948,116,0,0,-1801,8,0,
0,0,0,0,0,0,2076,487,0,3948,116,0,0,-1309,6,0,
0,0,0,0,0,0,2072,485,0,3948,116,0,0,-846,6,0,
0,0,0,0,0,0,2076,493,0,3948,116,0,0,-255,10,0,
0,0,0,0,0,0,2044,496,0,3948,116,0,0,108,10,0,
0,0,0,0,0,0,2088,420,0,3948,116,0,0,468,8,0,
0,0,0,0,0,0,2050,497,0,3948,116,0,0,1000,8,0,
0,0,0,0,0,0,2068,467,0,3948,116,0,0,2042,8,0,
0,0,0,0,0,0,2070,473,0,3948,116,0,0,2400,8,0,
0,0,0,0,0,0,2074,484,0,3948,116,0,0,2886,10,0,
0,0,0,0,0,0,2074,488,0,3948,116,0,0,3348,10,0,
0,0,0,0,0,0,2050,497,0,3948,116,0,0,3811,8,0,
0,0,0,0,0,0,2038,488,0,3953,116,0,0,4297,6,0,
0,0,0,0,0,0,2094,428,0,3948,116,0,0,4784,10,0,
0,0,0,0,0,0,2076,490,0,3948,116,0,0,5223,8,0,
0,0,0,0,0,0,2072,485,0,3948,116,0,0,5685,4,0,
0,0,0,0,0,0,2076,490,0,3948,116,0,0,6232,8,0,
0,0,0,0,0,0,2078,488,0,3948,116,0,0,6593,8,0,
0,0,0,0,0,0,2088,421,0,3948,116,0,0,7085,10,0,
0,0,0,0,0,0,2096,429,0,3948,116,0,0,7549,8,0,
0,0,0,0,0,0,2090,426,0,3948,116,0,0,8139,8,0,
0,0,0,0,0,0,2042,491,0,3953,116,0,0,8505,10,0,
0,0,0,0,0,0,2078,492,0,3953,116,0,0,8999,12,0,
0,0,0,0,0,0,2076,487,0,3948,116,0,0,9463,10,0,
0,0,0,0,0,0,2072,485,0,3948,116,0,0,9927,8,0,
